year,Aruba,Afghanistan,Angola,Albania,Arab World,United Arab Emirates,Argentina,Armenia,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Cyprus,Czech Republic,Germany,Djibouti,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",Morocco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,Somalia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Syrian Arab Republic,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
2000,73.787,55.841,46.522,73.955,67.80059112,74.327,73.576,71.409,73.94,79.23414634,78.12682927,66.763,49.091,77.72195122,55.391,50.489,65.447,71.66341463,74.44,71.914,74.403,68.91219512,68.847,62.452,70.116,77.162,72.809,60.884,50.629,44.19,79.13658537,72.71972472,79.6804878,79.037,76.366,71.397,49.635,50.993,50.041,52.123,72.945,59.46,68.583,77.452,71.4191882,76.699,78.009,74.96829268,77.92682927,57.022,76.59268293,69.429,70.64,70.13617334,64.40307733,71.17191891,67.34224196,73.03094508,72.761,68.602,78.27507038,55.273,78.96585366,70.41707317,51.941,77.0784478,54.56919882,77.46585366,65.687,79.05609756,64.55,58.264,77.74146341,69.902,57.002,51.203,55.956,50.368,53.279,77.88780488,72.648,67.849,75.011,65.242,77.4493443,80.87804878,70.689,52.26409976,72.80780488,57.131,71.24634146,68.05305033,65.49077247,56.01460332,55.1935387,65.772,56.42640566,62.505,76.53658537,70.176,69.082,79.65365854,78.95365854,79.77804878,74.142,71.73,81.07609756,65.51707317,50.921,68.55853659,58.432,63.144,75.9097561,73.142,71.46242438,58.803,74.507,51.734,70.852,73.319,71.6873951,55.47978615,53.5784738,71.333,62.10354173,65.37500031,47.691,70.90396543,72.0195122,77.87317073,70.31463415,80.407,68.684,67.006,58.485,70.173,69.88725649,74.34,66.40287346,73.267,48.069,78.34878049,60.063,69.35469385,73.228,62.869,48.946,60.706,71.66341463,45.09,72.594,76.88199634,52.192,75.16341463,49.928,46.267,69.527,77.98780488,78.63414634,62.288,78.63658537,76.92551793,72.126,60.24526676,62.82,75.06,71.111,68.793,59.265,73.74878049,50.67377581,76.68926829,65.268,76.31463415,70.546,66.55718548,77.35564393,72.303,77.467,71.16341463,65.48365854,48.649,62.82398278,72.561,58.472,57.787,77.95121951,67.442,39.441,68.875,50.869,50.40957179,49.166,50.45021401,63.11104266,61.365,67.822,73.05121951,75.41219512,79.64390244,47.49,73.11,47.713,70.19841525,68.16028141,53.491,70.623,61.974,63.613,71.53435682,59.002,69.33706406,69.667,62.82398278,50.45021401,69.413,73.172,70.005,50.801,46.229,67.67560976,70.17794094,74.731,76.63658537,67.156,70.809,72.112,76.6195122,73.025,67.363,67.54924939,68.748,60.683,56.048,44,44.649
2001,73.853,56.308,47.059,74.288,68.07251852,74.544,73.755,71.8,74.171,79.63414634,78.57560976,67.054,49.93,77.97317073,55.668,50.893,65.956,71.76829268,74.635,71.954,74.637,68.50731707,69.04,63.054,70.462,77.362,73.076,61.808,50.281,44.061,79.33902439,73.09614819,80.1804878,79.3,76.634,71.732,49.495,51.222,50.667,52.517,73.241,59.529,69.099,77.601,71.53800326,76.905,78.139,75.17317073,78.32926829,57.1,76.79268293,69.69,71.116,70.44228545,64.73386601,71.48171721,67.49266696,73.29386513,73.078,68.796,78.59711254,55.864,79.36829268,70.25853659,52.595,77.42548337,54.87019484,77.96585366,65.863,79.15853659,64.71,57.968,77.99268293,70.065,57.158,51.255,56.359,50.744,53.581,78.38780488,72.805,68.304,75.373,65.532,77.74694795,81.42439024,70.976,52.74934193,74.51292683,57.382,72.24878049,68.34256366,65.772656,56.38897907,55.3992178,66.037,56.88507337,62.907,77.13414634,70.553,68.983,80.6902439,79.40731707,80.12682927,74.139,71.907,81.41707317,65.76829268,51.101,68.70731707,59.335,63.446,76.41219512,73.21,71.77160713,59.372,74.999,52.236,71.038,73.486,71.99314574,55.9757327,54.11088368,72.233,62.432247,65.66001469,46.197,71.21191325,71.65853659,77.82439024,70.76097561,80.645,69.193,67.185,59.129,70.964,70.18605938,74.658,66.68122239,73.47,48.758,78.84390244,60.377,69.65395824,73.233,63.319,49.295,60.788,71.76585366,45.204,72.782,77.08241004,51.399,74.83170732,50.584,46.51,69.934,78.1902439,78.78536585,62.945,78.69268293,77.23337436,72.58,60.10870507,63.066,75.233,71.505,68.835,59.487,74.2,51.05894121,77.06682927,66.087,76.81463415,70.786,66.79805225,77.64789131,72.658,77.612,71.16097561,65.38341463,49.936,63.22899214,72.759,58.859,58.177,78.25121951,67.816,40.369,69.162,51.213,50.71046203,49.592,50.75002364,63.02644779,62.017,67.913,73.40243902,75.75853659,79.79512195,45.799,73.371,47.789,70.49794359,68.34066295,53.554,70.832,62.807,63.842,71.84355665,59.945,69.6370637,69.725,63.22899214,50.75002364,69.65,73.415,70.56,51.444,47.22,67.83707317,70.44491621,74.939,76.83658537,67.374,70.882,72.294,77.67317073,73.228,67.583,67.82179747,69.103,61.216,55.089,44.615,44.01
2002,73.937,56.784,47.702,74.579,68.34024599,74.758,73.932,72.112,74.395,79.93658537,78.67804878,67.391,50.81,78.07560976,56.025,51.384,66.43,71.86585366,74.822,71.977,74.803,68.05609756,69.272,63.64,70.813,77.534,73.332,62.728,50.232,44.063,79.4902439,73.24241549,80.38536585,79.548,76.894,72.061,49.475,51.536,51.385,53.091,73.517,59.617,69.557,77.74,71.71336366,77.105,78.264,75.22195122,78.22926829,57.235,76.89512195,69.957,71.605,70.74836525,65.06516674,71.77476483,67.59185029,73.40831459,73.371,68.961,78.68446788,56.5,79.56829268,70.90487805,53.349,77.53272154,55.21347575,78.1195122,66.022,79.26097561,64.888,57.791,78.14390244,70.22,57.425,51.484,56.761,51.123,53.84,78.64146341,72.929,68.717,75.726,65.828,77.88286739,81.42682927,71.249,53.29664718,74.71731707,57.655,72.34878049,68.62372489,66.05643829,56.80357146,55.67027362,66.321,57.37109389,63.304,77.63414634,70.921,68.827,80.50243902,79.45121951,80.22926829,74.14,72.083,81.56341463,65.96829268,51.606,68.15609756,60.283,63.731,76.76585366,73.28,72.06715252,59.937,75.488,52.826,71.244,73.648,72.28766534,56.50274816,54.69051061,73.085,62.77647472,65.94979366,44.898,71.49981872,71.76097561,77.96585366,70.96097561,80.87,69.769,67.362,59.717,71.708,70.47001711,74.922,66.96075422,73.642,49.54,78.73902439,60.685,69.94988268,73.285,63.777,49.61,60.892,71.96585366,45.517,72.976,77.18781814,50.862,75.10243902,51.256,46.835,70.308,78.29268293,78.98780488,63.57,78.84634146,77.39572717,73.022,60.09955999,63.3,75.401,71.882,68.88,59.722,74.49756098,51.52350696,77.7604878,66.925,77.06585366,71.023,67.03312099,77.78723903,73.017,77.762,71.0097561,65.12878049,50.987,63.62377115,72.92,59.258,58.675,78.55121951,68.175,41.376,69.432,51.492,51.10994253,50.05,51.14816442,63.08599455,62.687,68.064,73.60487805,76.00731707,79.84634146,44.41,73.663,47.9,70.79723056,68.44283162,53.71,71.089,63.653,64.101,72.13921072,60.901,69.93379473,69.771,63.62377115,51.14816442,69.903,73.638,71.078,52.142,48.299,68.27560976,70.69982295,75.152,76.93658537,67.613,70.977,72.466,77.62195122,73.438,67.793,68.07041896,69.451,61.781,54.31,45.4,43.523
2003,74.038,57.271,48.44,74.828,68.61050538,74.968,74.107,72.348,74.613,80.23902439,78.63170732,67.791,51.69,78.12926829,56.436,51.956,66.886,72.06585366,74.999,71.986,74.941,68.55365854,69.511,64.21,71.17,77.682,73.575,63.624,50.518,44.182,79.74146341,73.38225278,80.53658537,79.795,77.146,72.381,49.572,51.908,52.144,53.817,73.777,59.738,69.932,77.871,71.79198842,77.303,78.385,75.17073171,78.3804878,57.427,77.14390244,70.227,72.101,71.05126647,65.40225889,72.06752842,67.71992839,73.52144491,73.641,69.116,78.7071795,57.191,79.6195122,71.31707317,54.211,77.59066198,55.59312628,78.36829268,66.152,79.11463415,65.08,57.759,78.44634146,70.349,57.785,51.901,57.159,51.501,54.064,78.84146341,73.023,69.092,76.065,66.122,78.01516496,81.37804878,71.511,53.90032277,74.61390244,57.959,72.3,68.9061485,66.35092872,57.26017542,55.99178971,66.631,57.89443913,63.699,78.13902439,71.265,68.636,80.96341463,79.64878049,79.98292683,74.142,72.256,81.76,65.86585366,52.41,68.25609756,61.241,63.995,77.21463415,73.355,72.34458233,60.502,75.969,53.554,71.466,73.808,72.56228345,57.06108266,55.3089936,73.799,63.12305984,66.24924871,43.845,71.79404853,72.06097561,77.72682927,71.26585366,81.089,70.399,67.521,60.256,72.399,70.75154428,75.118,67.24723613,73.781,50.373,78.54634146,60.989,70.24135933,73.37,64.23,49.889,61.018,72.12130081,46.052,73.17,77.30281077,50.589,75.27073171,51.95,47.242,70.64,78.49268293,79.3902439,64.165,79.14634146,77.54793848,73.447,60.21007671,63.522,75.565,72.24,68.937,59.974,74.59756098,52.05507504,78.07121951,67.615,77.2195122,71.249,67.25016817,77.91472674,73.382,77.919,71.3097561,65.04780488,52.178,64.01139648,73.051,59.67,59.259,79.03902439,68.518,42.419,69.68,51.762,51.60530919,50.55,51.64213124,63.14215304,63.359,68.28,73.60487805,76.85853659,80.09512195,43.372,73.967,48.057,71.09519777,68.57279788,53.938,71.389,64.496,64.386,72.41716325,61.888,70.22611866,69.803,64.01139648,51.64213124,70.164,73.842,71.559,52.866,49.421,68.21073171,70.9653023,75.373,77.03658537,67.868,71.087,72.618,77.57317073,73.654,67.99,68.32698055,69.781,62.358,53.749,46.322,43.195
2004,74.156,57.772,49.263,75.039,68.88618772,75.174,74.28,72.513,74.821,80.4902439,79.1804878,68.249,52.547,78.87804878,56.887,52.602,67.331,72.56341463,75.167,71.988,75.068,68.95609756,69.749,64.766,71.531,77.808,73.801,64.483,51.15,44.413,79.89268293,73.737153,81.08780488,80.045,77.391,72.689,49.788,52.321,52.917,54.667,74.026,59.904,70.219,77.996,71.92353803,77.499,78.506,75.72195122,78.6804878,57.682,77.49268293,70.499,72.594,71.34881742,65.74821735,72.36114459,68.05341036,73.95677587,73.887,69.271,79.27870163,57.932,79.87073171,71.9097561,55.174,78.11740337,56.00184341,78.71463415,66.247,80.16341463,65.282,57.885,78.74634146,70.451,58.225,52.499,57.553,51.883,54.263,79.03902439,73.088,69.437,76.387,66.412,78.42705932,81.82926829,71.77,54.55207803,75.5202439,58.292,72.64878049,69.2093111,66.67026198,57.75451052,56.37096183,66.969,58.44565144,64.095,78.53902439,71.592,68.437,80.99756098,80.14634146,80.7804878,74.146,72.427,82.0302439,65.88780488,53.475,68.15365854,62.186,64.242,77.66585366,73.439,72.60506949,61.065,76.432,54.422,71.693,73.966,72.81922915,57.64678154,55.95854872,74.337,63.48221619,66.57082934,43.083,72.11802522,71.96097561,79.12195122,72.02682927,81.304,71.067,67.665,60.752,73.034,71.03757045,75.243,67.55456299,73.892,51.224,79.25365854,61.294,70.52965815,73.486,64.671,50.143,61.17,72.27674797,46.823,73.364,77.72448798,50.6,75.47073171,52.668,47.72,70.933,79.09512195,79.84146341,64.729,79.54878049,77.94352498,73.851,60.48702465,63.736,75.728,72.581,69.013,60.245,74.84634146,52.6414836,78.17585366,68.102,77.67073171,71.464,67.44565789,78.34048536,73.751,78.083,71.59427561,65.47097561,53.595,64.39518787,73.159,60.092,59.912,79.4902439,68.845,43.467,69.908,52.043,52.18931555,51.095,52.22479026,63.35842206,64.02,68.555,73.95853659,77.20731707,80.49756098,42.731,74.25,48.27,71.39032581,68.9000689,54.234,71.728,65.314,64.693,72.67840855,62.893,70.51532117,69.822,64.39518787,52.22479026,70.428,74.034,72.004,53.602,50.554,68.18536585,71.25821301,75.599,77.48780488,68.135,71.208,72.746,77.87317073,73.875,68.176,68.65233174,70.089,62.931,53.444,47.354,43.065
2005,74.287,58.29,50.165,75.228,69.1646828,75.376,74.451,72.626,75.019,80.84146341,79.33170732,68.747,53.369,78.9804878,57.355,53.31,67.773,72.56097561,75.326,71.987,75.198,68.85121951,69.998,65.312,71.896,77.915,74.006,65.289,52.13,44.744,80.19268293,73.83830018,81.23658537,80.298,77.63,72.985,50.12,52.76,53.675,55.6,74.265,60.126,70.424,78.117,72.05570986,77.688,78.63,75.92439024,78.93170732,57.991,77.84390244,70.771,73.072,71.64072954,66.10620887,72.62462075,68.18836886,74.12096022,74.112,69.434,79.426283,58.707,80.17073171,72.56829268,56.223,78.27101125,56.43193129,78.81707317,66.313,80.16341463,65.489,58.181,79.04878049,70.538,58.719,53.238,57.939,52.275,54.449,79.23902439,73.123,69.762,76.687,66.694,78.53106858,81.62926829,72.026,55.24228478,75.24463415,58.652,72.64878049,69.49576527,66.98414215,58.27957947,56.79777222,67.334,59.01938615,64.5,78.94390244,71.917,68.266,81.50243902,80.15121951,80.78292683,74.148,72.595,81.92512195,65.9097561,54.732,67.95609756,63.088,64.478,78.16829268,73.538,72.84923085,61.625,76.865,55.393,71.902,74.122,73.06053879,58.25570478,56.62841861,74.695,63.85174527,66.88761426,42.658,72.40189291,71.25365854,79.43170732,71.35609756,81.523,71.746,67.82,61.212,73.612,71.3100307,75.3,67.8540505,73.986,52.057,79.3,61.607,70.81301805,73.642,65.103,50.387,61.349,72.43219512,47.844,73.555,77.75408225,50.931,75.72195122,53.411,48.252,71.195,79.34634146,80.04146341,65.264,79.85121951,78.06296059,74.23,60.90024137,63.951,75.892,72.908,69.112,60.534,74.99512195,53.26990237,78.29609756,68.389,78.07073171,71.667,67.63693066,78.43332157,74.116,78.252,71.87889512,65.5297561,55.254,64.78317085,73.256,60.525,60.62,79.9902439,69.158,44.502,70.124,52.346,52.85263536,51.686,52.88642804,63.6720065,64.659,68.877,73.90487805,77.61219512,80.54634146,42.518,74.43,48.549,71.68224165,69.03747919,54.602,72.099,66.08,65.017,72.92378551,63.882,70.79963467,69.836,64.78317085,52.88642804,70.691,74.217,72.424,54.349,51.676,67.95682927,71.5256296,75.826,77.48780488,68.407,71.331,72.852,77.42195122,74.092,68.35,68.92030401,70.374,63.481,53.447,48.496,43.241
2006,74.429,58.826,51.143,75.423,69.43945919,75.573,74.62,72.716,75.204,81.04146341,79.8804878,69.259,54.163,79.3804878,57.817,54.063,68.213,72.61219512,75.478,71.988,75.342,69.40487805,70.286,65.853,72.26,78.009,74.189,66.031,53.435,45.158,80.34390244,74.09260273,81.4902439,80.553,77.865,73.271,50.561,53.215,54.401,56.573,74.5,60.407,70.565,78.239,72.18702553,77.864,78.764,76.52439024,79.13170732,58.34,78.09512195,71.041,73.521,71.9275697,66.48034458,72.9216443,68.83929422,74.61886399,74.319,69.608,79.85613242,59.487,80.82195122,72.69146341,57.334,78.66892327,56.87528301,79.21463415,66.362,80.81219512,65.697,58.641,79.24878049,70.635,59.234,54.052,58.313,52.691,54.638,79.43902439,73.125,70.082,76.966,66.972,78.84153528,82.37560976,72.285,55.96161739,75.83682927,59.028,73.09756098,69.83307146,67.34309412,58.82724374,57.26156373,67.717,59.60886079,64.918,79.24146341,72.257,68.157,81.15853659,80.55365854,81.28292683,74.143,72.763,82.32195122,66.16097561,56.093,67.69512195,63.927,64.712,78.66829268,73.66,73.07769611,62.182,77.26,56.4,72.063,74.276,73.28749989,58.8831051,57.30971968,74.904,64.24247363,67.24852324,42.595,72.75656838,71.05609756,79.28780488,70.86585366,81.748,72.403,68.022,61.65,74.138,71.58493975,75.296,68.20008047,74.08,52.839,79.43902439,61.938,71.08730651,73.85,65.538,50.641,61.552,72.43219512,49.118,73.744,77.94939267,51.609,76.07560976,54.18,48.812,71.436,79.69756098,80.34390244,65.773,80.04878049,78.34926362,74.577,61.4085893,64.176,76.06,73.222,69.233,60.836,75.14390244,53.92744081,78.41634146,68.54,78.4195122,71.862,67.78612546,78.75815184,74.466,78.425,72.16341463,66.72756098,57.083,65.17993291,73.355,60.969,61.365,80.14146341,69.462,45.517,70.333,52.669,53.58234929,52.315,53.61420946,64.04406828,65.27,69.227,74.20487805,78.08658537,80.74878049,42.733,74.412,48.907,71.97078285,69.62345931,55.052,72.499,66.771,65.354,73.15408619,64.803,71.07491529,69.852,65.17993291,53.61420946,70.952,74.391,72.83,55.119,52.784,68.07756098,71.86231382,76.046,77.68780488,68.676,71.449,72.938,78.47560976,74.295,68.515,69.26240242,70.642,63.997,53.795,49.757,43.853
2007,74.576,59.375,52.177,75.646,69.70155465,75.767,74.787,72.815,75.376,81.29268293,80.1804878,69.752,54.944,79.78292683,58.255,54.841,68.648,72.66341463,75.625,71.998,75.498,70.20731707,70.636,66.395,72.618,78.097,74.351,66.709,54.983,45.636,80.54390244,74.25064872,81.74146341,80.802,78.099,73.553,51.091,53.681,55.091,57.541,74.732,60.734,70.676,78.362,72.31605629,78.019,78.91,76.72439024,79.53414634,58.719,78.19512195,71.304,73.936,72.2123464,66.86664713,73.20093378,69.36876198,74.97960061,74.514,69.788,80.09988189,60.243,80.87317073,72.81463415,58.467,78.90203603,57.32230936,79.26341463,66.413,81.11219512,65.901,59.229,79.44878049,70.765,59.741,54.864,58.671,53.136,54.842,79.43902439,73.096,70.409,77.227,67.247,79.08203247,82.32682927,72.544,56.69696419,75.70560976,59.408,73.15121951,70.16419771,67.70062983,59.3874698,57.74881486,68.105,60.20586036,65.35,79.64146341,72.626,68.13,81.45365854,80.50487805,81.43414634,74.129,72.931,82.50707317,66.50487805,57.463,67.89512195,64.697,64.953,79.1195122,73.807,73.29434307,62.731,77.609,57.365,72.155,74.426,73.50179767,59.52027856,57.99051096,75.037,64.64616779,67.60836509,42.854,73.0829778,70.9,79.38292683,71.0195122,81.981,73.009,68.302,62.079,74.621,71.84130305,75.255,68.54430742,74.19,53.553,79.79268293,62.294,71.34764383,74.115,65.985,50.934,61.776,72.57073171,50.595,73.931,78.23954847,52.593,76.47804878,54.968,49.373,71.673,80.09756098,80.39512195,66.26,80.15121951,78.57246868,74.893,62.04902917,64.42,76.234,73.528,69.37,61.141,75.24390244,54.60056864,78.42585366,68.675,78.32195122,72.055,67.94836464,79.01182065,74.793,78.601,72.56585366,67.58682927,58.915,65.58771357,73.467,61.422,62.126,80.44146341,69.762,46.52,70.542,52.998,54.35524423,52.96,54.38543259,64.51490209,65.854,69.579,74.20731707,78.56097561,80.9,43.308,74.152,49.335,72.25738628,70.09880742,55.581,72.916,67.382,65.695,73.37328134,65.61,71.33624081,69.878,65.58771357,54.38543259,71.21,74.558,73.235,55.926,53.887,68.22219512,72.18300507,76.251,77.98780488,68.939,71.554,73.01,76.86097561,74.474,68.672,69.59205085,70.901,64.47,54.452,51.134,44.947
2008,74.725,59.93,53.243,75.912,69.94217427,75.957,74.952,72.946,75.535,81.39512195,80.43170732,70.201,55.721,79.6804878,58.654,55.618,69.072,72.96341463,75.77,72.022,75.665,70.45609756,71.059,66.937,72.966,78.184,74.494,67.325,56.679,46.161,80.69512195,74.57595268,81.99268293,81.041,78.33,73.835,51.682,54.153,55.743,58.466,74.962,61.094,70.786,78.491,72.4407916,78.15,79.071,76.97560976,79.73658537,59.124,78.44634146,71.559,74.311,72.49664019,67.2624996,73.46989557,69.69584793,75.242327,74.705,69.971,80.30291582,60.952,81.17560976,73.77073171,59.581,79.12549887,57.76347489,79.56829268,66.477,81.21463415,66.099,59.904,79.6,70.946,60.216,55.614,59.012,53.612,55.07,79.93902439,73.038,70.75,77.474,67.521,79.22971739,82.37560976,72.803,57.43356852,75.91219512,59.782,73.70243902,70.48314341,68.04919164,59.94507383,58.24290384,68.485,60.79592111,65.794,80.09512195,73.027,68.19,81.6097561,80.95121951,81.48536585,74.103,73.099,82.58756098,67.02195122,58.76,68.45121951,65.394,65.208,79.51707317,73.976,73.5015908,63.271,77.911,58.229,72.174,74.571,73.70418481,60.15664527,58.65495217,75.157,65.05505419,67.9592712,43.384,73.3772273,71.81219512,80.53902439,72.4195122,82.22,73.546,68.671,62.509,75.073,72.09133382,75.194,68.87934104,74.324,54.193,79.63658537,62.678,71.58861587,74.43,66.447,51.292,62.015,72.57073171,52.206,74.118,78.3009808,53.817,76.6804878,55.764,49.913,71.915,80.25121951,80.59268293,66.727,80.35121951,78.72073231,75.179,62.77963883,64.685,76.414,73.826,69.515,61.442,75.54390244,55.27598427,77.96292683,68.884,78.52439024,72.251,68.11678919,79.15435061,75.092,78.775,72.56585366,67.94926829,60.612,66.00524982,73.598,61.879,62.88,80.7902439,70.063,47.508,70.756,53.326,55.14621042,53.6,55.17445642,65.05404838,66.412,69.91,74.70487805,78.76585366,81.1,44.17,73.647,49.82,72.54253418,70.40269058,56.178,73.341,67.911,66.031,73.58362594,66.276,71.57811531,69.921,66.00524982,55.17445642,71.464,74.72,73.649,56.777,54.984,68.25146341,72.47949345,76.437,78.03902439,69.193,71.643,73.071,77.26341463,74.625,68.824,69.89926979,71.158,64.892,55.36,52.606,46.504
2009,74.872,60.484,54.311,76.221,70.15756004,76.145,75.116,73.118,75.683,81.54390244,80.33170732,70.597,56.488,80.03414634,59.009,56.377,69.485,73.41219512,75.913,72.067,75.844,70.40731707,71.541,67.476,73.3,78.272,74.623,67.882,58.447,46.719,80.99512195,74.93036393,82.04390244,81.268,78.558,74.119,52.313,54.627,56.35,59.321,75.193,61.475,70.911,78.626,72.56174665,78.256,79.245,77.07804878,79.83658537,59.561,78.59756098,71.806,74.644,72.78072414,67.66168984,73.75912511,70.3081155,75.6431715,74.895,70.159,80.50518154,61.602,81.47560976,74.82439024,60.645,79.35722834,58.19258491,79.7195122,66.559,81.41463415,66.29,60.637,80.05121951,71.18,60.645,56.279,59.334,54.113,55.329,80.18780488,72.96,71.108,77.71,67.792,79.5198982,82.77560976,73.061,58.15822335,76.16829268,60.148,73.90487805,70.83266623,68.41909575,60.48783239,58.73064701,68.853,61.36721306,66.244,80.1902439,73.457,68.34,81.75121951,81.40487805,81.63658537,74.071,73.266,82.93146341,68.42926829,59.932,69.10243902,66.014,65.48,79.96829268,74.162,73.70136612,63.797,78.161,58.971,72.129,74.712,73.90421782,60.78301467,59.28826996,75.286,65.48160752,68.33005552,44.146,73.70337314,72.91463415,80.63658537,73.0804878,82.462,74.003,69.119,62.944,75.499,72.32599411,75.128,69.23816145,74.484,54.756,80.24146341,63.089,71.80985937,74.784,66.916,51.738,62.266,72.88243902,53.888,74.305,78.64772827,55.207,76.9804878,56.557,50.422,72.167,80.54878049,80.79512195,67.178,80.70243902,78.97817284,75.44,63.56156631,64.969,76.6,74.12,69.667,61.739,75.69512195,55.94318769,78.191,69.185,78.72682927,72.45,68.29562369,79.47737459,75.363,78.945,73.3097561,68.68463415,62.129,66.4278567,73.75,62.33,63.607,81.24146341,70.366,48.468,70.978,53.654,55.93434766,54.219,55.96111812,65.63703142,66.938,70.209,74.9097561,78.97073171,81.35121951,45.275,72.938,50.346,72.82629568,70.973768,56.818,73.766,68.36,66.355,73.78690003,66.796,71.80020163,69.982,66.4278567,55.96111812,71.71,74.88,74.074,57.666,56.06,69.19,72.80357718,76.603,78.3902439,69.435,71.716,73.116,77.61463415,74.745,68.974,70.24653852,71.412,65.255,56.46,54.13,48.449
