Location,Sample ID,Mg Concentration,Al Concentration,Si Concentration,P Concentration,S Concentration,K Concentration,Ca Concentration,Ti Concentration,V Concentration,Cr Concentration,Mn Concentration,Fe Concentration,Co Concentration,Ni Concentration,Cu Concentration,Zn Concentration,As Concentration,Se Concentration,Rb Concentration,Sr Concentration,Y Concentration,Zr Concentration,Nb Concentration,Mo Concentration,Ag Concentration,Cd Concentration,Sn Concentration,Sb Concentration,Ba Concentration,W Concentration,Hg Concentration,Pb Concentration,Bi Concentration,Th Concentration,U Concentration,LE Concentration,RI Concentration,DI Concentration,SR Concentration
R12,50-60 cm,22046,29474,107736,0,7156,11558,111925,1928,0,51,247,23742,27,24,13,44,10,0,65,1329,11,158,6,0,0,0,0,0,601,7,0,11,0,18,0,685954,4.138714795336311,2.4822846722270264,12.20253164556962
R12,60-70 cm,24029,23068,87420,0,8451,9628,134613,1608,79,40,203,20495,32,20,14,43,13,0,55,1508,9,123,6,0,0,11,0,0,1068,7,0,9,0,19,0,691004,4.29086243295488,2.474760145179609,13.073170731707316
R12,70-80 cm,37477,22436,86161,0,8581,9295,111294,1647,63,0,205,20527,41,19,13,43,18,0,54,1982,7,138,4,0,0,9,0,0,466,5,0,8,0,29,0,703049,4.348195188561172,2.4745924274539246,11.934782608695652
R12,80-90 cm,40974,24326,94986,0,9012,10364,113409,1581,88,0,201,20990,24,18,11,43,22,0,53,5296,7,198,3,0,0,8,0,0,0,0,0,6,0,72,0,681961,4.4211233151501625,2.5849731074958715,7.984848484848484
R12,90-100 cm,43155,25158,99601,0,7282,10306,111902,1588,76,0,225,21362,0,19,13,44,20,0,54,4648,8,136,4,0,0,0,0,0,320,4,0,7,0,37,0,677749,4.482613736647012,2.6395321671574234,11.676470588235293
R13,0-10 cm,17689,36897,160473,115,0,12936,60210,2715,48,61,331,24082,0,19,13,60,7,0,69,495,17,267,9,0,0,0,0,0,450,0,0,13,0,6,0,687220,4.924415018341082,3.1589847275531713,10.168539325842696
R13,10-20 cm,17981,33028,142880,117,0,12111,73332,2360,0,51,323,23744,27,17,16,54,8,0,68,620,15,236,7,0,0,0,0,0,418,5,0,12,0,11,0,696702,4.898159209233117,3.0478413039352246,10
R13,20-30 cm,20857,32380,136830,122,0,11298,75923,2286,45,47,340,23913,40,17,16,51,9,0,66,708,15,202,8,0,0,0,0,0,422,0,0,10,0,9,2,698554,4.784628404695377,2.9513392963071503,11.316831683168317
R13,30-40 cm,21192,32420,138509,127,123,11523,80155,2257,54,50,310,23869,27,23,11,49,8,0,68,800,16,221,8,0,0,0,0,0,441,6,0,12,0,9,2,691874,4.8373634063041715,2.988630519090683,10.212669683257918
R13,40-50 cm,22104,30644,131612,95,736,10658,85826,2291,54,68,271,22187,35,26,10,42,10,0,65,969,14,213,7,0,0,0,0,0,445,0,0,10,0,10,0,695473,4.862882396791347,3.01315226279463,10.755868544600938
R13,50-60 cm,23644,29699,130065,0,3003,10866,88050,2138,53,52,293,21293,37,25,11,42,10,0,62,1047,13,230,5,0,0,0,0,0,336,5,0,10,0,13,0,692713,4.95863738716842,3.0873941889480974,9.295652173913043
R13,60-70 cm,23484,31319,147557,82,4260,11910,75094,2274,0,40,285,20298,33,21,11,43,10,0,62,901,15,268,6,0,0,0,0,0,246,0,0,11,0,11,0,685298,5.334523858087524,3.4315874185599915,8.485074626865671
R13,70-80 cm,27149,37430,151927,133,4940,13844,50493,2669,65,52,405,27823,47,24,16,72,10,0,79,620,17,237,9,0,0,0,0,0,0,5,0,14,0,10,2,686756,4.59577614715355,2.827394091504988,11.261603375527427
R13,80-90 cm,21781,35551,138582,133,5711,12875,60863,2605,55,82,332,26376,41,24,16,56,10,0,77,753,18,253,9,0,0,7,0,0,0,4,0,12,0,11,0,698367,4.4136585792035605,2.7142365954135137,10.296442687747035
R13,90-100 cm,18908,36271,147927,77,6235,14101,64350,2596,79,49,360,26348,52,25,17,53,9,0,77,812,18,237,10,0,0,0,0,0,402,0,0,13,0,11,0,685556,4.617763132093014,2.863050490350175,10.953586497890296
